"Intensity"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"LFQ intensity QC02_210326"	"LFQ intensity QC02_210331"	"LFQ intensity QC02_210402"	"LFQ intensity QC02_210406"	"LFQ intensity QC02_210410"	"LFQ intensity QC02_210411"	"Identification type QC02_210326"	"Identification type QC02_210331"	"Identification type QC02_210402"	"Identification type QC02_210406"	"Identification type QC02_210410"	"Identification type QC02_210411"	"Protein IDs"	"Peptides"	"Peptides QC02_210326"	"Peptides QC02_210331"	"Peptides QC02_210402"	"Peptides QC02_210406"	"Peptides QC02_210410"	"Peptides QC02_210411"	"Reverse"	"Only identified by site"	"Potential contaminant"	"Sequence coverage [%]"	"Sequence length"
592650000	70354000	66488000	62778000	147500000	91059000	154480000	32738000	32447000	33624000	30220000	23472000	36789000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"CON__Q3SX28"	12	10	10	10	10	11	11	NA	NA	"+"	32.7	284
3376800	0	1064500	0	232340	0	2080000	0	0	0	0	0	0	NA	"By MS/MS"	NA	"By MS/MS"	NA	"By MS/MS"	"B3KNS4"	2	0	1	0	1	0	2	NA	NA	NA	28.4	109
1172900000	135140000	148770000	97186000	272220000	247070000	272500000	44106000	40411000	45401000	46852000	40542000	46266000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9P035"	7	7	6	7	7	7	7	NA	NA	NA	19.9	362
78406000	9630800	12145000	4133500	20567000	11975000	19955000	2699600	3278700	2611700	2494300	3928400	2435100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NUY8"	8	5	5	2	6	3	6	NA	NA	NA	16	699
5409700000	619100000	669810000	578040000	1.36e+09	953640000	1229100000	210670000	239120000	231860000	222540000	224360000	223740000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P07602"	16	13	12	10	12	10	14	NA	NA	NA	36.3	524
573410000	64878000	73141000	56668000	145890000	95376000	137460000	21099000	19258000	20939000	21428000	24474000	20695000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q92979"	13	11	10	9	10	11	11	NA	NA	NA	70.1	244
371400000	44766000	32862000	37845000	88785000	90108000	77034000	18888000	18397000	19312000	17075000	18295000	17883000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P68402"	4	4	3	4	4	4	4	NA	NA	NA	26.2	229
89705000	11331000	12051000	12199000	20852000	10754000	22518000	4932900	4872800	5971700	4706400	4028800	5172200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O94842;O94900;O15405"	4	4	3	4	4	3	4	NA	NA	NA	10.1	621
19010000	2916000	2978200	0	7604000	0	5512000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	NA	"By MS/MS"	"P36551"	4	1	2	0	1	0	2	NA	NA	NA	10.6	454
67214000	6827700	5094600	9179900	15871000	13943000	16298000	3107100	2771400	3414400	3408800	3327900	3041000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96RQ3"	9	4	3	5	4	4	5	NA	NA	NA	21.5	725
22591000	2199300	2604000	2128000	5600300	4269500	5790400	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q16706;P49641"	3	1	2	1	1	1	2	NA	NA	NA	2.7	1144
11779000	2738700	2902600	1581000	4556700	0	0	0	0	0	0	0	0	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	NA	NA	"CON__Q1RMN8"	1	1	1	1	1	0	0	NA	NA	"+"	6.8	234
8047400	0	2244300	0	2157500	1572900	2072700	0	0	0	0	0	0	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"Q9UK32"	8	6	5	5	7	7	7	NA	"+"	NA	11.4	745
1736200	0	0	0	0	1736200	0	0	0	0	0	0	0	NA	NA	NA	NA	"By MS/MS"	NA	"Q5VWZ2"	1	0	0	0	0	1	0	NA	NA	NA	4.2	237
949480000	104700000	143600000	97355000	232780000	161300000	209750000	32621000	34005000	37642000	35097000	31967000	34782000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q09028"	13	12	11	11	13	11	12	NA	NA	NA	48.7	425
74045000	14735000	15370000	9320800	11803000	12905000	9911700	5807500	6321900	4382600	2984500	3773500	3698300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y3Q3"	4	4	3	3	2	3	2	NA	NA	NA	22.6	217
639160000	78414000	83192000	59537000	176050000	86256000	155710000	33450000	34355000	32504000	37601000	31430000	30633000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14692"	22	16	13	12	18	16	20	NA	NA	NA	24.7	1282
7292500	1139600	2524700	927640	0	0	2700500	0	0	0	0	0	0	"By matching"	"By MS/MS"	"By matching"	NA	NA	"By MS/MS"	"O75448"	2	1	2	1	0	0	1	NA	NA	NA	2.5	989
277780000	36339000	24566000	32781000	70700000	49974000	63416000	18959000	23532000	22451000	22727000	19590000	22305000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O15511"	5	3	3	4	2	3	2	NA	NA	NA	51.7	151
1.05e+08	13865000	11240000	8081200	25123000	19797000	26892000	9195200	0	0	8395500	8368300	9383500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NRP2"	2	2	1	1	2	2	2	NA	NA	NA	25.3	79
774510000	88927000	119070000	86583000	194800000	132250000	152880000	29928000	33007000	30726000	30563000	25827000	30133000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q01469;A8MUU1"	6	5	5	5	6	5	6	NA	NA	NA	54.8	135
9581600000	1074600000	1265300000	749680000	2309600000	2065500000	2116900000	172890000	171780000	183610000	194260000	190190000	187410000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O00148"	22	22	19	18	21	22	21	NA	NA	NA	59.5	427
7496100	0	0	1442000	0	2650600	3403500	0	0	0	0	0	0	NA	NA	"By matching"	NA	"By MS/MS"	"By MS/MS"	"P32754"	1	0	0	1	0	1	1	NA	NA	NA	4.3	393
1.298e+09	154370000	176800000	144300000	292650000	215980000	313870000	11927000	13338000	12876000	12740000	11419000	12588000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P52948"	43	37	33	33	36	32	36	NA	NA	NA	33.1	1817
801620000	90928000	91010000	86166000	191890000	173920000	167700000	18948000	19147000	20246000	17789000	22932000	18922000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P21281;P15313"	20	16	13	15	16	14	15	NA	NA	NA	65.4	511
5823400000	661050000	735850000	604630000	1.429e+09	1026500000	1366400000	66492000	63730000	70914000	72326000	63682000	70700000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q04637"	43	40	38	34	39	36	39	NA	NA	NA	35.6	1599
5190900	0	1011600	0	4179400	0	0	0	0	0	0	0	0	NA	"By MS/MS"	NA	"By MS/MS"	NA	NA	"Q96BK5"	2	0	1	0	1	0	0	NA	NA	NA	9.1	328
307570000	33889000	34116000	25532000	66945000	92242000	54849000	10363000	11774000	12023000	12168000	13269000	11556000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8WX92"	10	9	6	7	8	8	8	NA	NA	NA	22.9	580
148920000	17509000	22451000	15336000	28482000	32995000	32145000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"REV__Q13219"	1	1	1	1	1	1	1	"+"	NA	NA	0	1627
72837000	8945200	3611500	8017200	14192000	20310000	17762000	4381500	0	4754600	4964200	5185700	4827600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NZN8"	4	3	1	3	3	4	3	NA	NA	NA	13	540
118790000	10547000	17165000	11507000	26374000	23573000	29620000	3571500	3730900	3535400	4180600	3844200	3690600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H8Y5"	11	5	6	7	5	7	9	NA	NA	NA	20.9	726
25705000	1658100	3833000	5312800	6115200	3459100	5326500	1603500	0	2075700	2051200	0	2003800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"Q14562"	7	4	2	4	3	1	3	NA	NA	NA	7.2	1220
776470000	92803000	79767000	65697000	2.07e+08	175070000	156130000	25631000	21543000	28801000	25810000	21098000	24657000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y5K5"	14	12	9	10	12	11	11	NA	NA	NA	55.3	329
2560500000	315590000	363090000	296350000	596760000	407660000	581030000	64546000	67775000	70051000	67755000	55481000	66951000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15459"	31	30	29	27	28	26	29	NA	NA	NA	47.2	793
9893200	1206800	1165800	1361300	2575700	0	3583500	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	NA	"By MS/MS"	"A3KN83"	1	1	1	1	1	0	1	NA	NA	NA	1.1	1393
1258500000	139230000	171930000	132410000	292150000	229460000	293330000	25628000	26461000	29767000	25574000	24147000	29273000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O43396"	17	16	15	15	15	14	15	NA	NA	NA	62.3	289
113760000	11894000	20968000	16129000	21003000	22795000	20971000	7614500	7357800	6649400	7502600	7013500	8148000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8WZA0"	9	4	7	4	5	6	4	NA	NA	NA	46.8	190
39281000	4320100	5191900	2938500	15820000	844880	10166000	0	0	0	7843600	0	6945000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H0U6"	3	1	2	1	2	1	2	NA	NA	NA	20.6	180
73152000	9600800	10102000	7686100	19589000	10145000	16030000	7638300	6346200	6821500	7349100	0	6224700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UMR5"	2	2	2	2	2	1	2	NA	NA	NA	10.6	302
454220000	52357000	74413000	45765000	100760000	58331000	122600000	11925000	12451000	16032000	12696000	11089000	13583000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q5JWF2;P38405"	11	9	11	8	8	9	10	NA	NA	NA	13.8	1037
660300000	74984000	77264000	53869000	174760000	1.26e+08	153420000	15349000	15139000	16461000	17286000	16097000	17039000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8NBU5"	9	9	9	7	9	8	8	NA	NA	NA	33.2	361
303240000	37474000	45194000	30705000	77767000	55369000	56727000	7217100	7680600	8333100	7065400	6758700	7715800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NXV6"	15	12	12	10	12	12	11	NA	NA	NA	42.9	580
89917000	7582900	7322700	8342500	22584000	21054000	23030000	0	0	7082000	9507100	0	9694600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y6K0"	2	1	1	2	2	1	2	NA	NA	NA	4.8	416
3806500000	425440000	472850000	395170000	863650000	765540000	883830000	253650000	255180000	300180000	270980000	181600000	292520000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P53999"	7	7	5	6	7	7	7	NA	NA	NA	38.6	127
99959000	12132000	6338100	9617200	22949000	18766000	30158000	9386700	11523000	8666800	8286200	10456000	12654000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q7Z7K0"	3	2	2	3	3	3	3	NA	NA	NA	34.9	106
700620000	65691000	114610000	48647000	188370000	139150000	144140000	28928000	30306000	35480000	33194000	26870000	35617000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14240"	21	19	20	18	20	18	18	NA	NA	NA	60	407
4095700	592870	0	1482400	0	0	2020500	0	0	0	0	0	0	"By matching"	NA	"By matching"	NA	NA	"By MS/MS"	"P0C7X2"	2	1	0	2	0	0	2	NA	"+"	NA	10.5	276
27460000	3025000	2618200	2051200	5184000	6458000	8123900	2467900	0	2114300	1914700	1696900	2583700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q69YN4"	5	2	2	2	2	3	3	NA	NA	NA	3.6	1812
464900000	67580000	59105000	45874000	81615000	94939000	115790000	20191000	18504000	20641000	18781000	17840000	18833000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96N66"	6	6	5	5	4	6	6	NA	NA	NA	17.2	472
15129000	0	2155800	2282800	3083000	3889200	3718200	0	0	0	0	0	0	NA	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NQS7"	7	0	2	2	2	3	2	NA	NA	NA	11.7	918
3134600000	325740000	399740000	319130000	697380000	641520000	751130000	33499000	33131000	39685000	37051000	35689000	38056000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P27816"	33	29	29	30	30	30	30	NA	NA	NA	41.4	1152
151290000	18746000	22371000	16504000	51760000	4901900	37005000	4636800	5270900	6090100	7491200	1517400	4878600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8IXT5"	14	9	7	8	11	3	10	NA	NA	NA	16.4	1001
819670000	83159000	100940000	84811000	190590000	182470000	177690000	32017000	29112000	33381000	31064000	57600000	30241000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15758"	5	4	5	5	5	3	5	NA	NA	NA	18.3	541
8496700	0	2916600	2377100	0	3203100	0	0	0	0	0	0	0	NA	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	NA	"CON__P02777"	1	0	1	1	0	1	0	NA	NA	"+"	4.8	230
15707000	2245800	1922500	2984000	5797800	0	2757300	1556400	0	2263300	1984400	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"O75886"	4	4	3	4	4	2	3	NA	NA	NA	8.6	525
18910000	2391400	1550400	1589600	6311900	3303700	3763300	0	0	0	0	0	0	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q12899"	2	2	1	1	2	2	2	NA	NA	NA	4.3	539
5.26e+08	67571000	72299000	45638000	139300000	78758000	122440000	11689000	11993000	12939000	12443000	10672000	11092000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y4W2"	16	16	14	14	15	8	15	NA	NA	NA	33	734
262430000	30853000	25746000	37108000	48623000	57721000	62378000	6892700	6868400	8511900	7528200	8915800	9042100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"CON__P02672"	10	9	9	10	8	8	7	NA	NA	"+"	18.4	615
7975900000	776130000	1117900000	729560000	1729300000	2068500000	1554500000	189070000	190140000	196380000	186320000	271120000	192780000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O60506"	23	23	23	23	23	23	22	NA	NA	NA	52.8	623
2.492e+09	331030000	362950000	309670000	554620000	418970000	514810000	95714000	87080000	87219000	94563000	84365000	102840000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y6C9"	11	10	10	8	11	11	10	NA	NA	NA	48.2	303
16487000	2184400	3376000	2157800	0	6231000	2538200	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"Q6QNY0"	2	1	1	1	0	2	1	NA	NA	NA	17.3	202
307380000	36885000	50220000	26239000	64690000	59006000	70341000	12161000	11468000	12482000	13646000	10899000	12599000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NVD7"	7	7	6	5	6	7	7	NA	NA	NA	21.5	372
150740000	18281000	945760	15376000	46014000	28278000	41849000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9HAK2"	1	1	1	1	1	1	1	NA	NA	NA	1.9	575
67308000	6996000	9660500	5258300	20369000	8711300	16314000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"REV__Q8WWQ8"	1	1	1	1	1	1	1	"+"	NA	NA	0	2551
1278900000	151550000	1.36e+08	127780000	334330000	228690000	300530000	13824000	13607000	14543000	14762000	11907000	14619000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NZB2;Q5T035"	30	29	24	24	27	24	27	NA	NA	NA	36.9	1118
36859000	4298000	6385200	0	7510400	11711000	6954400	2869000	2391300	0	2469600	4289600	2397900	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8NB37"	3	2	3	0	2	2	2	NA	NA	NA	24.5	220
2.6178e+10	3035600000	3899700000	2474700000	6329400000	3982200000	6456400000	1828200000	2194100000	1792100000	2795500000	2146400000	3442300000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P68133;P68032;P62736;P63267"	14	13	12	14	13	14	14	NA	NA	NA	37.4	377
4938800	0	4938800	0	0	0	0	0	0	0	0	0	0	NA	"By MS/MS"	NA	NA	NA	NA	"REV__Q86WZ0"	1	0	1	0	0	0	0	"+"	NA	NA	0	1026
42148000	4422700	0	3101100	14783000	7124400	12717000	2881400	0	2423900	3696100	2381900	3356300	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UQ13"	3	2	0	2	3	3	3	NA	NA	NA	7	582
2642800000	331470000	249300000	254870000	713470000	462100000	631590000	96703000	85497000	92119000	101710000	82522000	96250000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y277"	11	11	10	9	10	10	11	NA	NA	NA	53	283
1112800000	135310000	136290000	102910000	265770000	244580000	227940000	25043000	23547000	26503000	25119000	24445000	24342000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15785"	14	13	11	10	11	12	13	NA	NA	NA	57.6	309
629460000	75769000	75807000	55135000	165180000	113930000	143630000	14975000	16031000	14766000	17895000	18859000	15278000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P40937"	13	13	11	10	11	9	12	NA	NA	NA	46.5	340
98591000	6022000	6661600	9764800	19642000	33303000	23197000	4706600	3664500	4539800	4142400	6920000	4339900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96S82"	8	4	4	5	5	5	7	NA	NA	NA	35	380
3251000	0	0	0	0	3251000	0	0	0	0	0	0	0	NA	NA	NA	"By MS/MS"	"By MS/MS"	NA	"Q9BRK5"	2	0	0	0	1	1	0	NA	NA	NA	6.4	362
58916000	2043600	18402000	6794100	9463500	10239000	11975000	0	10054000	6576100	0	3469900	0	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UQR0"	7	2	3	4	2	5	4	NA	NA	NA	16	700
39629000	2655600	5659000	5150700	4744800	11723000	9695900	0	4013800	4511300	0	6377400	4461700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9HD47"	2	1	2	2	1	2	2	NA	NA	NA	16.7	186
4391600000	495340000	634750000	421760000	1070500000	883480000	885760000	104690000	108840000	107080000	105600000	115220000	114440000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q16658"	19	17	17	16	17	16	18	NA	NA	NA	54.2	493
12498000	3129600	2533000	1494600	2524700	0	2815900	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"Q9ULK4"	2	2	2	1	1	0	1	NA	NA	NA	1.7	1368
11407000	1449500	0	2145300	2829400	1808100	3174700	0	0	2029700	0	0	1131100	"By MS/MS"	NA	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"Q9UP83"	2	1	0	2	1	1	2	NA	NA	NA	4.2	839
6384600	0	6384600	0	0	0	0	0	0	0	0	0	0	NA	"By MS/MS"	NA	NA	NA	NA	"Q7Z3G6"	1	0	1	0	0	0	0	NA	"+"	NA	1.2	844
1424800000	152820000	200880000	155030000	363540000	219560000	332980000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O95399"	1	1	1	1	1	1	1	NA	NA	NA	6.5	124
34249000	4160400	0	3806300	6737300	11058000	8486800	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q16864"	1	1	0	1	1	1	1	NA	NA	NA	10.1	119
104610000	8248200	7910100	13867000	29220000	22855000	22511000	3256400	4159300	3933000	4301100	3876800	3942900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q92887"	8	5	3	6	7	7	7	NA	NA	NA	6.8	1545
727900000	107290000	49537000	40592000	228110000	95516000	206860000	50396000	56567000	56882000	45966000	49726000	51600000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H788"	14	10	9	10	11	9	11	NA	NA	NA	41.2	454
3564900000	392260000	481820000	376820000	673720000	864890000	775360000	247260000	227350000	241770000	237780000	248390000	239720000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q16629"	7	6	7	6	5	6	6	NA	NA	NA	26.1	238
265260000	31533000	29945000	25928000	58507000	63994000	55355000	12658000	12016000	13242000	13107000	11298000	12306000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UL25"	7	5	4	4	4	5	4	NA	NA	NA	40.9	225
92857000	7236100	12359000	8646100	22765000	20632000	21219000	4805500	4419200	5012500	4924600	5488300	4751800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q99816"	6	3	5	3	4	3	5	NA	NA	NA	21.3	390
437170000	62418000	50166000	49413000	88554000	63988000	122630000	22703000	22419000	21335000	20362000	15882000	23487000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q00059"	8	7	6	6	5	5	6	NA	NA	NA	26	246
720900000	54597000	92784000	71569000	190260000	146410000	165270000	14669000	14958000	15592000	17529000	14101000	15902000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P37235;P84074;P61601"	10	8	9	9	10	9	10	NA	NA	NA	53.9	193
850770000	45412000	166160000	40502000	130500000	357430000	110760000	36640000	41322000	31857000	37631000	67379000	33873000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O15260"	5	5	4	5	5	4	5	NA	NA	NA	21.6	269
217290000	21626000	23902000	28019000	52895000	38227000	52621000	6034800	5863500	7489600	7143000	5656000	6597800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O75381"	8	6	6	7	6	6	7	NA	NA	NA	41.4	377
351610000	47947000	46619000	35807000	97668000	45154000	78419000	17017000	14988000	16696000	18215000	13625000	15243000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8WVY7"	10	9	8	9	9	6	9	NA	NA	NA	37.7	318
76828000	5246500	10925000	6586200	22215000	24416000	7439100	4166400	4715500	4584600	5504000	3661300	4712400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q04656"	6	3	4	4	4	5	3	NA	NA	NA	6	1500
28950000	1852400	4603200	3381400	8705600	3143300	7264600	0	2582000	2515500	2740000	0	2578100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8N5G0"	2	1	2	2	2	1	2	NA	NA	NA	32.8	67
351310000	40717000	53117000	38806000	75176000	61197000	82292000	12660000	12718000	13842000	10845000	10410000	11766000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8ND56"	10	7	7	7	7	8	9	NA	NA	NA	33.9	463
114670000	10442000	10682000	12143000	28234000	28208000	24960000	8726800	9181900	10413000	10322000	9873500	10377000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96RQ1"	5	3	4	3	3	4	5	NA	NA	NA	17.2	377
10546000	1119700	1197900	811670	2410500	2333900	2672000	0	0	0	0	0	0	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q5T447"	1	1	1	1	1	1	1	NA	NA	NA	1.9	861
3555700000	345970000	465840000	362100000	823030000	675220000	883490000	48653000	49909000	52609000	57200000	47132000	54533000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P09960"	27	25	22	24	24	21	26	NA	NA	NA	58.4	611
252400000	16437000	126400000	14470000	37544000	21782000	35766000	15137000	58702000	21297000	16776000	27647000	16333000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y3D3"	5	3	3	5	4	4	4	NA	NA	NA	42.3	137
